tavg,tmin,tmax,prcp,snow,wdir,wspd,wpgt,pres,tsun
16.5,13.0,20.8,0.5,,245.0,10.0,,,
18.1,14.3,23.6,0.0,,175.0,10.9,,1002.8,
19.1,15.3,23.0,5.3,,123.0,8.6,,1000.5,
17.8,15.4,20.9,5.6,,213.0,13.7,,1001.8,
18.0,15.5,21.2,3.0,,223.0,16.1,,1008.7,
17.7,15.9,19.9,2.3,,269.0,15.1,,1014.4,
17.3,14.5,20.2,0.5,,284.0,12.2,,1016.8,
16.0,10.3,20.4,0.5,,269.0,7.4,,,
16.7,14.9,19.5,0.0,,202.0,10.2,,1013.5,
16.3,13.7,20.0,9.4,,,12.9,,,
15.3,8.1,22.0,0.0,,,6.3,,,
16.7,13.3,20.0,4.3,,,9.9,,,
16.7,12.0,21.0,0.5,,,12.2,,,
15.4,13.0,18.7,0.0,,282.0,16.5,,,
14.0,12.0,17.0,0.3,,288.0,13.7,,,
14.8,10.0,19.8,1.5,,275.0,11.3,,,
18.5,15.0,22.0,0.0,,222.0,15.6,,,
17.7,15.0,21.5,0.0,,218.0,12.0,,,
16.8,14.0,19.0,0.0,,221.0,18.7,,,
20.7,18.0,25.2,0.0,,246.0,25.4,,,
18.9,14.0,23.6,0.0,,267.0,12.2,,,
20.8,17.7,25.0,0.0,,,9.7,,,
21.0,17.0,26.3,0.0,,,10.9,,,
17.4,14.2,20.6,0.0,,6.0,17.1,,1021.5,
15.8,10.7,20.9,0.0,,60.0,11.3,,1030.0,
16.9,12.8,21.8,0.0,,83.0,12.7,,1025.4,
17.8,8.5,26.5,0.0,,125.0,4.8,,,
22.1,16.2,29.0,0.0,,165.0,9.3,,1017.7,
20.2,17.7,22.8,1.8,,252.0,7.7,,1015.2,
20.5,17.9,23.7,4.6,,188.0,11.3,,1009.4,
19.2,17.7,21.7,16.3,,202.0,12.6,,1003.9,
17.7,15.2,21.3,0.3,,,15.5,,1009.3,
18.6,16.4,21.1,2.3,,342.0,10.7,,1010.5,
19.9,17.1,23.8,0.0,,271.0,8.7,,1011.8,
18.2,16.2,20.9,0.0,,240.0,13.5,,1012.0,
16.9,14.1,20.1,0.0,,251.0,15.6,,1012.9,
18.2,14.0,22.8,,,181.0,16.2,,1011.5,
22.6,18.2,28.6,0.0,,151.0,18.2,,1004.3,
18.0,16.2,21.4,3.3,,165.0,8.7,,1005.5,
17.0,10.0,23.9,15.7,,101.0,7.3,,1009.0,
18.2,15.2,22.5,0.0,,124.0,6.7,,1004.9,
15.9,14.3,18.6,5.1,,282.0,3.1,,1008.6,
17.0,13.9,20.7,5.8,,264.0,5.0,,1016.4,
17.0,13.9,20.3,0.0,,186.0,12.5,,1013.5,
18.5,17.5,20.3,0.0,,207.0,12.2,,1007.6,
17.7,15.2,20.1,4.8,,183.0,11.4,,1004.2,
16.4,13.3,19.3,4.8,,163.0,15.1,,1006.2,
16.5,15.1,18.3,12.4,,182.0,21.5,,1002.6,
15.5,13.8,18.3,2.0,,225.0,22.3,,1002.0,
13.3,10.8,16.3,6.6,,270.0,14.4,,1002.8,
13.5,10.4,16.6,0.5,,265.0,13.8,,1011.2,
13.4,10.3,16.0,0.0,,211.0,17.7,,1012.9,
16.3,14.6,18.1,4.8,,218.0,25.6,,1003.6,
13.9,11.0,17.0,5.1,,255.0,21.1,,1014.2,
14.4,11.9,18.2,0.0,,172.0,15.6,,1017.5,
17.8,15.3,21.8,0.5,,188.0,14.8,,1014.6,
18.2,16.9,20.4,0.3,,132.0,12.5,,1016.9,
17.3,16.0,19.6,2.8,,152.0,10.6,,1009.2,
13.3,8.4,18.0,8.9,,256.0,8.5,,,
14.9,11.4,20.3,0.0,,,6.2,,1030.3,
14.5,10.9,18.8,0.3,,56.0,11.5,,1028.5,
15.3,14.4,17.8,0.3,,77.0,19.8,,1026.0,
15.1,12.0,19.1,0.0,,92.0,13.7,,1019.2,
15.4,12.9,17.6,0.0,,127.0,10.0,,1009.7,
16.6,15.6,19.2,0.5,,118.0,9.3,,1003.9,
16.1,14.3,17.9,0.8,,158.0,20.7,,991.4,
15.5,14.2,18.1,3.8,,209.0,17.6,,990.3,
15.1,13.0,18.2,1.5,,217.0,17.7,,995.5,
14.6,13.2,15.9,0.5,,198.0,17.7,,993.8,
13.4,11.6,16.0,7.4,,189.0,11.4,,991.1,
13.0,11.4,14.7,14.2,,307.0,13.0,,995.1,
13.3,10.9,16.3,0.0,,109.0,14.3,,1002.7,
16.3,12.0,19.3,3.3,,232.0,21.2,,1001.6,
11.8,8.9,14.7,0.3,,249.0,9.2,,1020.4,
15.5,12.3,17.7,0.5,,232.0,14.8,,1021.8,
15.0,12.7,16.9,0.0,,311.0,10.2,,1023.9,
14.8,12.7,17.0,0.0,,193.0,13.7,,1018.5,
13.0,8.2,15.5,0.0,,286.0,22.6,,1010.3,
7.1,5.0,9.5,0.0,,343.0,13.9,,1028.2,
6.2,3.3,9.5,0.0,,353.0,9.4,,1034.5,
7.4,4.6,10.9,0.0,,306.0,4.9,,1034.5,
7.7,4.0,11.8,0.0,20.0,289.0,5.4,,1035.1,
9.0,5.6,13.2,0.3,,262.0,8.0,,1031.6,
9.5,6.5,13.4,0.3,,254.0,3.1,,1028.2,
9.0,5.7,11.5,0.3,,,3.1,,1021.2,
11.9,8.2,15.3,0.0,,251.0,11.4,,1019.1,
9.6,7.8,11.6,0.3,,307.0,9.0,,1031.5,
9.5,6.0,11.9,0.3,,,9.5,,1030.1,
11.3,9.7,12.9,6.9,,268.0,20.8,,1018.1,
10.6,8.5,12.1,0.0,,273.0,14.8,,1020.4,
13.6,11.1,16.0,0.3,,260.0,23.7,,1008.7,
13.4,12.3,14.6,0.5,,233.0,15.0,,1007.4,
13.9,12.7,15.3,1.0,,196.0,18.5,,1003.2,
11.9,9.5,15.7,1.3,,217.0,12.9,,996.6,
10.2,7.7,14.0,6.4,,202.0,17.9,,999.0,
7.8,5.8,10.9,19.3,,218.0,10.1,,1011.8,
8.7,5.5,11.4,0.3,,,10.9,,1015.7,
11.3,9.1,13.8,7.1,,240.0,17.3,,1002.8,
7.4,6.1,8.7,3.0,,256.0,16.5,,997.5,
8.9,6.1,12.0,0.0,,238.0,15.6,,995.3,
12.0,10.0,13.5,9.1,,227.0,22.0,,984.5,
12.0,8.9,14.7,0.5,,178.0,19.1,,990.1,
12.0,9.1,15.7,6.1,,205.0,21.7,,991.7,
11.4,9.6,13.1,7.4,,191.0,15.8,,1010.9,
13.1,11.8,14.9,18.3,,190.0,22.0,,1011.5,
12.3,10.2,13.5,4.3,,207.0,14.2,,1012.1,
10.7,7.6,14.2,3.6,,222.0,11.8,,1027.3,
10.7,9.0,11.9,0.0,,183.0,16.9,,1027.2,
11.9,9.7,13.8,0.5,,199.0,20.8,,1015.9,
11.0,9.8,13.2,3.3,,218.0,14.0,,1010.7,
10.0,8.6,11.4,1.3,,222.0,31.2,,995.4,
11.6,8.8,14.9,4.1,,239.0,23.9,,996.6,
13.0,10.8,14.8,0.5,,229.0,30.4,,992.2,
8.7,6.2,10.2,1.8,,238.0,22.5,,,
9.6,8.4,11.2,6.1,,224.0,31.4,,,
8.7,6.1,10.5,3.3,,257.0,13.8,,988.5,
6.1,4.7,8.4,0.5,,287.0,11.2,,1011.6,
6.8,2.8,10.4,0.0,,206.0,15.4,,1023.0,
11.0,7.4,13.4,3.3,,243.0,20.7,,1013.5,
9.3,6.1,11.9,2.3,,240.0,20.7,,1018.5,
12.5,11.6,13.3,0.3,,236.0,25.7,,1021.1,
13.0,12.3,13.9,0.0,,233.0,27.5,,1021.6,
12.3,11.4,12.5,0.0,,220.0,20.9,,1019.4,
7.1,5.2,12.5,4.8,,283.0,12.3,,1021.6,
6.5,4.7,8.8,0.3,,254.0,7.8,,1026.8,
6.4,4.4,7.8,0.3,,,4.9,,1029.1,
4.0,2.2,6.2,1.0,,,3.4,,1037.4,
2.6,1.4,4.3,0.3,,,1.4,,1040.5,
1.5,0.1,2.7,0.3,,,1.2,,1043.2,
-0.8,-2.6,0.8,0.0,,,1.7,,,
3.9,-0.1,6.0,0.3,,,10.4,,1041.6,
6.5,5.7,7.2,0.0,,78.0,15.7,,1038.4,
6.6,5.8,7.1,0.0,,92.0,11.7,,1036.7,
7.2,6.1,8.5,0.0,,,6.0,,1033.7,
6.0,5.0,8.7,0.3,,210.0,8.2,,1029.6,
10.3,8.9,11.6,0.5,,227.0,13.6,,1025.0,
9.0,5.7,12.4,0.0,,183.0,24.8,,1015.1,
11.3,0.0,,8.4,,,,,,
10.6,8.6,12.6,13.2,,227.0,23.9,,1015.4,
8.0,5.6,10.1,8.6,,261.0,25.1,,1013.5,
7.5,5.3,9.9,4.3,,282.0,23.4,,1023.3,
10.0,6.7,12.1,0.0,,230.0,21.9,,1021.6,
10.3,9.2,11.8,1.3,,265.0,25.7,,1012.1,
10.5,8.5,12.6,0.0,,246.0,16.5,,1017.4,
7.9,6.9,10.3,0.3,,244.0,9.4,,1014.6,
10.2,7.0,12.0,12.7,,218.0,24.1,,1009.6,
10.7,7.6,13.8,4.3,,235.0,21.8,,999.5,
13.5,12.7,14.1,0.8,,233.0,34.5,,1003.8,
10.1,6.5,13.5,8.9,,251.0,25.6,,1010.9,
10.6,7.7,13.0,0.8,,253.0,36.5,,1010.5,
11.6,8.5,14.1,2.3,,247.0,25.6,,1020.4,
11.5,9.5,12.5,0.0,,244.0,25.6,,1017.5,
8.1,6.0,10.8,1.8,,243.0,14.7,,1027.7,
9.5,7.7,11.4,0.0,,214.0,16.1,,1022.7,
11.5,11.1,11.8,0.0,,214.0,18.5,,1014.3,
10.5,8.8,12.1,3.3,,231.0,23.2,,1006.3,
11.8,8.6,14.6,9.1,,248.0,40.8,,994.7,
12.7,10.2,13.9,1.5,,252.0,25.4,,1012.6,
10.5,7.6,13.5,0.0,,247.0,30.3,,1010.4,
7.1,5.5,8.8,2.3,,257.0,28.8,,1010.2,
4.6,3.2,5.6,0.3,,19.0,18.5,,1017.4,
1.2,-1.7,3.3,0.5,,4.0,19.5,,,
2.0,-0.3,4.8,0.0,20.0,,10.7,,1013.2,
2.8,1.6,4.9,1.8,,22.0,12.2,,1025.9,
3.0,-3.0,7.3,0.0,,291.0,11.0,,,
7.3,5.3,9.3,0.0,,302.0,11.2,,1031.8,
7.7,5.7,9.7,0.3,,274.0,17.4,,1029.7,
9.4,8.6,10.5,0.0,,323.0,8.2,,1027.5,
8.6,7.1,9.4,0.0,20.0,285.0,6.0,,1026.5,
7.7,3.8,11.3,0.0,,261.0,11.7,,1023.8,
10.7,8.5,13.2,0.0,20.0,261.0,6.8,,1029.1,
9.5,6.5,11.7,0.0,,0.0,9.7,,1033.5,
6.8,3.6,10.5,0.0,20.0,19.0,5.6,,1039.2,
5.1,2.2,8.3,0.3,,12.0,6.8,,1031.2,
4.5,1.0,6.5,0.0,,336.0,8.4,,1018.3,
3.0,1.1,4.7,0.0,,1.0,5.2,,1008.1,
2.2,-0.2,5.1,0.0,,298.0,4.1,,1001.7,
1.6,0.0,3.8,,20.0,48.0,13.7,,,
3.7,1.7,6.5,1.0,,83.0,14.9,,1001.1,
7.7,5.9,10.1,3.0,,150.0,12.8,,996.4,
9.8,8.7,11.2,7.9,,229.0,18.8,,991.4,
8.8,7.3,10.4,3.0,,239.0,22.7,,986.8,
8.7,7.7,9.9,7.6,,238.0,19.5,,1005.3,
8.5,6.4,9.7,13.5,,283.0,14.2,,1003.7,
8.7,5.3,11.9,2.5,,164.0,16.2,,1016.5,
10.3,8.4,13.3,0.5,,144.0,10.6,,1010.2,
8.4,5.7,11.5,0.3,,26.0,9.6,,1010.8,
7.9,7.1,8.9,0.0,,81.0,10.7,,1017.7,
9.6,7.7,11.9,0.0,,170.0,14.1,,1010.4,
10.6,9.6,11.7,1.0,,190.0,11.4,,1006.6,
10.1,8.9,12.4,4.3,,220.0,14.3,,1007.0,
9.9,9.1,10.7,0.3,,185.0,17.1,,1003.3,
10.6,9.0,12.3,3.8,,184.0,17.2,,998.6,
10.3,9.4,12.1,7.6,,227.0,16.2,,993.0,
8.4,6.3,10.2,5.1,,282.0,16.7,,996.1,
9.5,7.2,15.7,6.1,,286.0,20.1,,1013.5,
9.8,6.3,12.6,3.3,,215.0,17.3,,1006.8,
9.6,6.5,11.2,6.1,,,,,,
7.3,,10.7,7.6,,,,,,
6.2,1.1,11.0,0.0,,204.0,15.1,,,
8.9,4.4,13.1,6.1,,272.0,19.4,,1004.7,
9.5,6.1,12.7,0.5,,157.0,17.2,,1008.2,
9.3,5.8,,10.7,,,,,,
10.6,,14.8,10.9,,,,,,
7.9,5.3,11.1,0.8,,,11.2,,,
8.4,,13.7,0.0,,,,,,
9.9,8.0,11.8,1.8,,280.0,18.7,,1027.1,
9.8,6.2,13.8,0.5,,238.0,15.1,,1036.0,
11.2,7.2,16.8,0.0,,200.0,14.8,,1030.4,
12.7,9.4,17.0,0.0,,254.0,9.2,,1024.5,
11.2,8.8,14.4,0.3,,317.0,7.8,,1030.5,
10.8,7.3,14.8,0.0,,272.0,4.9,,1035.2,
10.6,8.2,13.1,0.0,,260.0,9.4,,1029.4,
10.3,7.8,13.6,0.0,,291.0,15.7,,1027.0,
11.7,9.0,15.5,0.0,,266.0,24.4,,1021.1,
7.4,2.9,11.0,,,266.0,34.2,,,
3.9,1.7,8.0,2.5,,322.0,21.5,,998.0,
3.6,2.0,6.1,2.0,,357.0,26.7,,1012.0,
4.0,0.4,7.6,1.0,,351.0,17.3,,1018.9,
4.5,2.1,6.7,0.0,,338.0,6.4,,1018.6,
6.7,5.3,8.1,0.8,,15.0,17.4,,1017.0,
6.3,4.6,7.4,0.0,,18.0,20.9,,1018.8,
9.1,,,0.3,,,,,,
9.9,5.0,15.3,0.0,,59.0,14.9,,1019.5,
11.0,6.1,17.9,0.0,,19.0,7.3,,1016.4,
10.9,6.3,16.9,0.0,,337.0,5.1,,1014.2,
8.2,6.6,10.9,0.0,,315.0,11.4,,1011.9,
7.7,6.3,9.7,1.5,,28.0,13.7,,1012.6,
10.3,7.3,14.4,3.6,,40.0,27.1,,1021.3,
10.9,6.8,16.6,0.0,,49.0,28.1,,1026.9,
11.7,7.0,18.7,0.0,,51.0,19.2,,1028.1,
7.4,5.9,9.5,0.0,,32.0,19.5,,1025.8,
7.6,4.1,12.2,,,33.0,14.4,,1025.1,
8.9,-0.3,18.7,0.0,,311.0,4.3,,1023.8,
13.1,9.6,17.1,0.0,,344.0,8.7,,1024.3,
11.6,7.6,15.1,0.0,,,6.7,,1027.5,
13.0,8.3,17.9,0.0,,258.0,7.3,,1025.6,
13.5,9.9,16.5,0.0,,274.0,7.5,,1020.4,
15.2,12.4,18.7,0.0,,311.0,8.0,,1022.8,
14.9,11.1,17.9,0.0,,68.0,5.5,,1024.4,
13.3,9.0,18.9,0.0,,66.0,12.2,,1022.6,
12.8,9.1,18.1,0.0,,39.0,11.5,,1021.3,
15.0,8.3,22.7,0.0,,34.0,10.1,,1022.8,
17.6,10.5,24.4,0.0,,24.0,7.0,,1022.9,
17.9,13.9,22.2,0.0,,18.0,10.7,,1024.3,
14.0,11.6,17.5,0.0,,1.0,11.6,,1025.4,
12.2,8.4,16.0,0.0,,329.0,8.7,,1025.6,
14.6,9.3,20.1,0.0,,,10.4,,1020.4,
12.0,9.1,15.4,0.0,,95.0,15.3,,1022.6,
14.1,8.3,20.5,0.0,,,8.4,,1021.5,
16.4,10.5,22.1,0.0,,,8.9,,1019.5,
15.2,12.2,18.3,0.0,,,10.5,,1019.5,
17.3,13.1,21.4,0.5,,214.0,12.0,,1016.7,
16.9,14.4,19.6,0.5,,227.0,12.7,,1013.9,
13.0,10.6,16.1,0.0,,31.0,16.6,,1020.9,
13.2,9.9,17.9,2.3,,32.0,17.3,,1023.6,
14.9,8.9,22.0,0.0,,51.0,19.9,,1023.3,
13.9,9.3,20.9,0.0,,48.0,16.2,,1020.1,
14.0,10.0,18.8,0.0,,67.0,21.9,,1015.3,
14.9,10.0,20.0,0.0,,75.0,23.4,,1014.4,
15.2,9.9,21.3,0.0,,57.0,22.9,,1015.3,
10.5,7.9,14.2,0.0,,42.0,18.9,,1017.6,
11.6,9.0,16.8,0.0,,33.0,19.4,,1016.5,
11.3,9.3,15.5,0.0,,14.0,11.4,,1019.4,
14.5,10.5,19.5,0.0,,249.0,16.6,,1016.4,
15.6,13.2,18.6,0.0,,255.0,26.8,,1009.5,
14.2,11.2,18.8,3.3,,256.0,26.6,,1010.8,
13.3,10.6,15.2,0.0,,243.0,15.9,,1012.3,
13.2,11.3,16.6,4.1,,233.0,21.6,,1005.5,
12.6,8.9,15.6,5.8,,241.0,21.5,,1001.5,
13.7,10.9,17.1,3.8,,235.0,20.9,,1003.3,
13.2,11.5,15.4,7.1,,160.0,14.9,,1001.1,
11.4,9.9,12.7,7.1,,276.0,12.4,,1004.4,
12.3,8.2,16.3,1.3,,212.0,10.3,,1012.7,
13.0,10.7,15.5,1.5,,292.0,12.5,,1011.9,
15.9,13.2,18.4,2.3,,300.0,13.2,,1012.4,
17.1,14.2,21.8,0.8,,234.0,18.8,,1012.1,
14.1,10.5,17.5,0.0,,248.0,19.6,,1011.8,
15.0,10.1,19.8,0.0,,,6.6,,1015.6,
13.2,11.5,14.8,0.0,,39.0,12.6,,1017.4,
17.2,12.2,22.8,0.8,,330.0,8.7,,1020.8,
19.7,14.7,25.3,0.0,,,6.1,,1022.1,
21.0,16.5,25.0,0.0,,273.0,6.6,,1016.2,
18.7,14.9,23.4,0.0,,327.0,10.3,,1008.7,
12.7,10.6,14.6,0.8,,38.0,13.1,,1005.6,
10.7,8.8,12.7,3.8,,57.0,13.9,,997.8,
7.6,7.0,8.4,27.7,,354.0,27.8,,1002.9,
10.1,6.2,14.1,4.6,,294.0,13.4,,1009.8,
12.9,8.7,18.0,0.5,,165.0,13.6,,1005.5,
15.9,10.9,20.9,4.6,,172.0,13.5,,1008.5,
17.1,11.3,22.8,0.0,,58.0,7.7,,1016.9,
19.8,13.5,26.9,0.0,,75.0,5.1,,1024.4,
18.6,14.3,23.7,0.0,,106.0,6.7,,1023.1,
16.0,12.5,20.9,0.0,,44.0,13.4,,1024.1,
15.9,12.1,20.4,0.0,,30.0,20.7,,1023.8,
13.6,11.3,16.2,0.0,,41.0,19.1,,1021.7,
15.3,12.7,19.3,0.0,,31.0,16.4,,1020.0,
16.8,12.7,21.7,0.0,,13.0,10.8,,1019.2,
20.1,17.0,24.2,0.0,,358.0,5.8,,1018.6,
19.3,15.9,23.5,0.0,,48.0,10.1,,1017.1,
18.0,15.9,20.9,0.0,,45.0,7.1,,1015.5,
19.5,16.1,23.5,0.0,,269.0,12.6,,1011.8,
19.3,14.8,24.5,0.0,,265.0,9.7,,1007.6,
19.2,15.9,23.6,1.8,,140.0,9.2,,1002.6,
18.2,15.3,20.9,4.1,,202.0,14.7,,1000.0,
16.6,14.5,19.9,1.3,,209.0,15.9,,1001.4,
17.2,13.9,21.3,5.3,,231.0,10.4,,1003.9,
17.0,13.6,20.5,0.8,,202.0,13.4,,1007.1,
19.4,14.9,23.9,1.8,,106.0,15.7,,1010.1,
19.3,15.5,23.0,2.5,,216.0,19.8,,1010.2,
18.5,15.5,21.5,0.0,,186.0,16.1,,1010.5,
17.0,14.9,20.1,3.3,,197.0,14.7,,1005.7,
17.1,15.1,21.0,0.8,,267.0,13.1,,1008.3,
14.7,13.6,16.6,3.0,,195.0,13.5,,1007.1,
14.6,12.9,17.3,10.2,,160.0,18.4,,997.8,
13.3,11.4,15.5,3.6,,326.0,19.8,,1007.7,
14.2,11.1,18.0,0.3,,262.0,16.4,,1007.4,
15.4,10.9,19.9,4.6,,241.0,15.8,,1009.7,
17.3,13.5,21.8,2.8,,250.0,23.2,,1007.7,
16.7,14.6,18.5,4.6,,212.0,12.7,,1011.6,
17.4,15.4,20.0,13.0,,208.0,23.8,,1003.1,
16.6,13.5,20.7,0.3,,229.0,19.8,,1002.2,
15.6,12.9,19.7,11.9,,231.0,16.9,,1000.3,
15.9,13.0,18.5,5.1,,252.0,26.0,,1004.9,
16.4,14.7,19.5,3.6,,253.0,22.3,,1010.3,
16.9,14.6,19.7,0.5,,268.0,31.6,,1008.4,
17.2,12.9,21.6,0.0,,275.0,17.2,,1015.6,
17.3,13.1,21.6,0.0,,251.0,9.6,,1017.0,
16.4,12.9,21.8,0.3,,266.0,12.6,,1013.4,
15.8,12.7,19.5,7.9,,294.0,7.9,,1012.2,
16.6,14.1,20.4,0.0,,306.0,11.8,,1014.4,
18.5,14.7,24.2,0.0,,251.0,14.8,,1014.1,
20.2,17.4,23.8,0.0,,212.0,15.8,,1011.7,
19.1,16.4,23.1,1.3,,220.0,20.8,,,
20.1,17.3,23.3,0.0,,98.0,9.7,,1011.2,
20.5,18.0,23.5,0.0,,234.0,12.2,,1009.5,
18.6,15.3,21.8,1.8,,218.0,21.5,,1012.4,
19.1,14.9,23.6,3.3,,242.0,16.1,,1016.9,
19.7,15.5,24.1,0.3,,,5.8,,1018.3,
17.4,15.0,21.1,5.6,,86.0,18.2,,1012.4,
15.8,13.0,18.8,37.8,,241.0,14.8,,1012.6,
17.0,12.6,21.7,12.7,,246.0,11.5,,1010.0,
16.6,14.7,19.1,0.0,,75.0,15.3,,1000.0,
17.9,13.6,22.0,3.3,,302.0,18.2,,1007.3,
17.5,14.9,21.0,0.0,,227.0,19.0,,1012.0,
17.3,15.7,20.0,0.5,,220.0,21.8,,1005.7,
17.6,14.4,21.8,6.6,,242.0,21.7,,1010.4,
18.0,14.3,22.6,0.0,,272.0,17.0,,1014.0,
15.8,12.0,19.4,12.7,,,15.5,,1014.8,
15.9,11.9,20.1,0.3,,319.0,12.5,,1020.8,
18.2,12.3,24.1,0.0,,243.0,5.6,,1020.3,
19.7,14.8,23.6,0.0,,,5.2,,1014.7,
17.9,15.4,19.8,0.0,,309.0,8.0,,1013.0,
19.9,14.8,26.0,0.5,,231.0,10.7,,1021.1,
21.1,15.7,27.0,0.0,,217.0,16.7,,1020.5,
24.0,17.6,30.3,0.0,,161.0,11.4,,1011.1,
19.6,16.7,23.2,0.0,,260.0,15.4,,1009.1,
17.5,13.9,21.0,0.0,,304.0,8.9,,1015.5,
16.8,13.1,20.5,3.3,,11.0,12.1,,1019.8,
17.2,13.5,21.0,0.0,,9.0,10.5,,1020.8,
18.6,12.8,24.9,0.0,,347.0,6.6,,1019.1,
20.8,15.8,26.6,0.0,,183.0,8.0,,1015.1,
18.9,15.9,22.3,0.0,,228.0,11.6,,1009.2,
17.6,13.5,21.8,0.0,,239.0,15.0,,1009.6,
17.8,15.7,19.9,2.0,,186.0,19.8,,1001.6,
17.7,14.6,21.1,9.9,,230.0,24.2,,996.0,
15.3,12.6,18.8,12.7,,283.0,15.4,,1008.7,
15.9,11.9,19.8,0.0,,264.0,11.8,,1016.2,
16.8,15.5,20.0,0.5,,192.0,16.9,,1011.2,
16.2,14.8,17.3,4.3,,272.0,13.4,,1005.8,
14.3,12.4,16.9,3.3,,359.0,14.4,,1007.0,
15.2,13.2,16.8,0.5,,6.0,21.8,,1012.8,
15.4,14.4,16.5,0.3,,8.0,27.8,,1014.5,
14.9,14.3,16.3,2.3,,18.0,20.2,,1016.6,
16.6,14.8,19.1,1.8,,28.0,9.2,,1024.4,
20.1,14.8,26.5,0.3,,,4.9,,1027.9,
19.4,16.9,22.8,0.0,,348.0,9.0,,1028.3,
16.5,13.1,19.5,0.0,,335.0,10.4,,1026.0,
16.4,,,,,,,,,
16.6,,21.3,0.0,,,,,,
16.0,12.5,19.4,0.0,,308.0,12.0,,1022.1,
16.9,14.1,20.2,0.0,,290.0,14.9,,1021.9,
18.2,15.9,20.7,0.0,,284.0,15.0,,1021.2,
18.0,14.1,21.0,0.0,,267.0,17.5,,1017.6,
16.2,14.0,18.8,0.5,,336.0,14.1,,1018.9,
14.9,10.7,19.0,0.0,,341.0,7.8,,,
16.9,12.3,22.8,0.0,,284.0,8.5,,1030.0,
19.7,15.8,23.8,0.0,,341.0,8.3,,1031.2,
20.1,18.0,22.8,0.0,,341.0,6.0,,1030.9,
16.6,13.7,19.4,0.0,,336.0,8.2,,1027.7,
17.8,14.6,20.9,0.0,,312.0,8.1,,1024.6,
17.3,14.8,20.1,0.0,,311.0,17.3,,1020.0,
15.7,11.8,19.7,0.0,,342.0,7.6,,1025.7,
17.3,12.7,21.5,0.0,,350.0,5.5,,1027.7,
18.1,12.7,23.4,0.0,,,5.9,,1025.1,
17.1,13.9,21.3,0.0,,282.0,12.8,,1020.2,
16.0,11.6,20.9,0.0,,,6.7,,1024.3,
16.4,12.8,20.9,0.0,,230.0,15.0,,1013.6,
14.6,10.0,16.5,0.3,,313.0,13.6,,1010.7,
11.3,7.7,14.8,0.0,,319.0,14.7,,1022.1,
14.2,10.4,18.5,0.0,,241.0,17.0,,1020.5,
17.1,15.1,19.8,0.5,,233.0,19.7,,1017.0,
17.5,16.0,19.4,0.5,,225.0,18.1,,1016.9,
17.7,15.2,21.5,0.3,,229.0,9.0,,1020.4,
17.1,14.0,20.7,0.0,,187.0,16.2,,1017.6,
15.7,12.3,18.0,0.3,,235.0,27.0,,1008.6,
11.9,9.3,17.0,8.9,,284.0,15.1,,1013.5,
10.5,9.0,12.2,0.3,,337.0,16.5,,1020.7,
10.7,7.9,13.7,0.3,,347.0,15.7,,1019.6,
12.7,10.9,14.0,0.0,,11.0,18.4,,1012.4,
14.4,12.2,17.3,3.3,,32.0,7.9,,1013.8,
12.9,9.4,17.3,0.5,,72.0,8.6,,1021.6,
13.6,12.4,15.1,2.3,,75.0,18.1,,1022.4,
13.5,12.3,14.8,5.3,,45.0,11.0,,1020.9,
15.3,13.5,17.6,1.0,,275.0,5.5,,1018.3,
15.2,13.3,18.1,0.3,,273.0,8.5,,1021.1,
13.2,8.8,18.6,0.0,,37.0,6.8,,1025.3,
14.4,12.6,16.7,0.0,,59.0,10.2,,1023.8,
13.3,10.2,16.1,0.0,,38.0,5.6,,1022.6,
14.2,12.8,15.9,0.0,,345.0,2.6,,1025.3,
11.0,7.1,14.5,0.0,,,7.7,,,
13.7,1.7,17.3,16.0,,5.0,11.3,,,
13.4,10.1,17.1,0.3,,273.0,6.2,,1028.3,
15.7,13.8,17.7,0.0,,291.0,4.5,,1026.2,
16.3,12.9,19.0,0.3,,97.0,8.7,,1025.7,
15.0,12.3,19.2,0.0,,132.0,4.9,,1020.4,
12.2,6.2,17.1,0.0,,,9.1,,1014.1,
15.7,14.2,17.5,0.0,,207.0,15.7,,1013.0,
12.8,9.8,15.3,7.1,,322.0,16.4,,1018.2,
9.6,6.0,13.0,0.3,,328.0,4.8,,1033.0,
9.9,7.1,13.3,0.0,,344.0,3.5,,1035.8,
10.2,6.7,14.9,0.0,,68.0,3.7,,1036.2,
9.8,5.7,14.5,0.3,,,2.9,,1031.3,
9.7,6.7,13.8,0.0,,,7.8,,1024.8,
8.3,4.7,12.2,0.5,,72.0,10.8,,1025.9,
9.5,7.2,11.0,0.3,,38.0,13.3,,1026.5,
10.1,9.7,10.5,0.0,,51.0,10.7,,1024.3,
10.8,9.5,12.2,0.5,,,3.7,,1022.7,
12.9,11.0,14.9,0.0,,216.0,12.5,,1024.6,
14.1,12.7,15.2,0.0,,216.0,20.6,,1015.5,
11.4,8.9,13.1,6.1,,,11.7,,1013.1,
10.7,8.5,13.9,0.3,,301.0,9.5,,1022.2,
11.9,8.7,14.7,0.0,,232.0,7.7,,1028.8,
13.8,11.5,16.9,0.0,,268.0,12.8,,1032.0,
14.0,11.3,16.6,0.0,,290.0,8.9,,1033.9,
12.9,10.3,15.1,0.3,,323.0,7.4,,1031.5,
10.5,8.1,13.3,0.0,,10.0,5.1,,1030.4,
10.0,6.9,12.9,0.3,,270.0,13.6,,1027.9,
