,date,tmax
7463,2020-06-07,15.7
7464,2020-06-08,14.1
7465,2020-06-09,15.9
7466,2020-06-10,13.4
7467,2020-06-11,16.6
7468,2020-06-12,18.5
7469,2020-06-13,20.9
7470,2020-06-14,20.5
7471,2020-06-15,21.5
7472,2020-06-16,20.2
7473,2020-06-17,20.1
7474,2020-06-18,17.5
7475,2020-06-19,17.1
7476,2020-06-20,19.5
7477,2020-06-21,19.9
7478,2020-06-22,20.9
7479,2020-06-23,25.8
7480,2020-06-24,29.5
7481,2020-06-25,30.0
7482,2020-06-26,25.9
7483,2020-06-27,19.0
7484,2020-06-28,18.6
7485,2020-06-29,18.1
7486,2020-06-30,17.7
7487,2020-07-01,19.7
7488,2020-07-02,19.2
7489,2020-07-03,19.2
7490,2020-07-04,19.9
7491,2020-07-05,19.8
7492,2020-07-06,18.8
7493,2020-07-07,18.4
7494,2020-07-08,17.7
7495,2020-07-09,18.6
7496,2020-07-10,17.1
7497,2020-07-11,18.3
7498,2020-07-12,21.5
7499,2020-07-13,22.7
7500,2020-07-14,18.6
7501,2020-07-15,17.5
7502,2020-07-16,21.1
7503,2020-07-17,25.3
7504,2020-07-18,23.2
7505,2020-07-19,18.6
7506,2020-07-20,20.3
7507,2020-07-21,19.6
7508,2020-07-22,22.8
7509,2020-07-23,22.5
7510,2020-07-24,23.0
7511,2020-07-25,19.9
7512,2020-07-26,20.6
7513,2020-07-27,19.8
7514,2020-07-28,19.2
7515,2020-07-29,20.8
7516,2020-07-30,26.2
7517,2020-07-31,32.1
7518,2020-08-01,23.7
7519,2020-08-02,21.5
7520,2020-08-03,20.0
7521,2020-08-04,21.0
7522,2020-08-05,23.2
7523,2020-08-06,26.1
7524,2020-08-07,33.2
7525,2020-08-08,31.9
7526,2020-08-09,31.4
7527,2020-08-10,31.6
7528,2020-08-11,31.9
7529,2020-08-12,32.2
7530,2020-08-13,25.5
7531,2020-08-14,21.9
7532,2020-08-15,22.1
7533,2020-08-16,23.1
7534,2020-08-17,20.1
7535,2020-08-18,20.9
7536,2020-08-19,19.6
7537,2020-08-20,22.7
7538,2020-08-21,22.0
7539,2020-08-22,20.5
7540,2020-08-23,19.9
7541,2020-08-24,19.2
7542,2020-08-25,20.0
7543,2020-08-26,20.4
7544,2020-08-27,17.0
7545,2020-08-28,15.4
7546,2020-08-29,14.4
7547,2020-08-30,15.5
7548,2020-08-31,16.2
7549,2020-09-01,17.5
7550,2020-09-02,18.4
7551,2020-09-03,19.9
7552,2020-09-04,18.0
7553,2020-09-05,16.3
7554,2020-09-06,17.7
7555,2020-09-07,17.8
7556,2020-09-08,22.1
7557,2020-09-09,20.6
7558,2020-09-10,17.9
7559,2020-09-11,18.7
7560,2020-09-12,19.3
7561,2020-09-13,22.5
7562,2020-09-14,26.4
7563,2020-09-15,27.7
7564,2020-09-16,24.0
7565,2020-09-17,19.7
7566,2020-09-18,19.7
7567,2020-09-19,21.7
7568,2020-09-20,22.5
7569,2020-09-21,22.5
7570,2020-09-22,22.7
7571,2020-09-23,17.1
7572,2020-09-24,14.2
7573,2020-09-25,12.1
7574,2020-09-26,10.3
7575,2020-09-27,13.3
7576,2020-09-28,16.2
7577,2020-09-29,16.5
7578,2020-09-30,16.3
7579,2020-10-01,13.6
7580,2020-10-02,12.2
7581,2020-10-03,13.5
7582,2020-10-04,10.8
7583,2020-10-05,14.5
7584,2020-10-06,14.3
7585,2020-10-07,14.4
7586,2020-10-08,16.2
7587,2020-10-09,12.3
7588,2020-10-10,11.6
7589,2020-10-11,12.0
7590,2020-10-12,10.8
7591,2020-10-13,8.9
7592,2020-10-14,11.9
7593,2020-10-15,11.1
7594,2020-10-16,11.6
7595,2020-10-17,11.4
7596,2020-10-18,11.9
7597,2020-10-19,13.2
7598,2020-10-20,16.4
7599,2020-10-21,14.4
7600,2020-10-22,15.2
7601,2020-10-23,14.0
7602,2020-10-24,14.9
7603,2020-10-25,12.4
7604,2020-10-26,11.8
7605,2020-10-27,11.6
7606,2020-10-28,11.2
7607,2020-10-29,13.8
7608,2020-10-30,15.6
7609,2020-10-31,13.8
7610,2020-11-01,16.6
7611,2020-11-02,16.7
7612,2020-11-03,9.3
7613,2020-11-04,9.4
7614,2020-11-05,8.7
7615,2020-11-06,10.3
7616,2020-11-07,14.0
7617,2020-11-08,13.7
7618,2020-11-09,14.0
7619,2020-11-10,13.1
7620,2020-11-11,12.3
7621,2020-11-12,11.9
7622,2020-11-13,12.1
7623,2020-11-14,13.1
7624,2020-11-15,13.0
7625,2020-11-16,11.6
7626,2020-11-17,13.6
7627,2020-11-18,13.8
7628,2020-11-19,7.9
7629,2020-11-20,9.4
7630,2020-11-21,11.7
7631,2020-11-22,10.7
7632,2020-11-23,8.9
7633,2020-11-24,10.5
7634,2020-11-25,11.3
7635,2020-11-26,6.8
7636,2020-11-27,5.5
7637,2020-11-28,9.9
7638,2020-11-29,7.7
7639,2020-11-30,8.1
7640,2020-12-01,5.8
7641,2020-12-02,5.5
7642,2020-12-03,5.7
7643,2020-12-04,4.2
7644,2020-12-05,5.4
7645,2020-12-06,3.7
7646,2020-12-07,2.5
7647,2020-12-08,2.7
7648,2020-12-09,5.0
7649,2020-12-10,7.4
7650,2020-12-11,8.9
7651,2020-12-12,7.4
7652,2020-12-13,10.1
7653,2020-12-14,10.8
7654,2020-12-15,9.4
7655,2020-12-16,8.9
7656,2020-12-17,9.6
7657,2020-12-18,11.0
7658,2020-12-19,10.2
7659,2020-12-20,8.9
7660,2020-12-21,12.8
7661,2020-12-22,12.4
7662,2020-12-23,10.6
7663,2020-12-24,6.9
7664,2020-12-25,2.3
7665,2020-12-26,9.3
7666,2020-12-27,9.0
7667,2020-12-28,2.8
7668,2020-12-29,2.0
7669,2020-12-30,3.2
7670,2020-12-31,1.2
7671,2021-01-01,2.2
7672,2021-01-02,2.5
7673,2021-01-03,3.0
7674,2021-01-04,2.8
7675,2021-01-05,1.9
7676,2021-01-06,2.7
7677,2021-01-07,-0.3
7678,2021-01-08,1.0
7679,2021-01-09,1.4
7680,2021-01-10,2.5
7681,2021-01-11,7.4
7682,2021-01-12,8.6
7683,2021-01-13,6.8
7684,2021-01-14,6.8
7685,2021-01-15,2.4
7686,2021-01-16,6.3
7687,2021-01-17,5.6
7688,2021-01-18,7.4
7689,2021-01-19,10.4
7690,2021-01-20,10.0
7691,2021-01-21,8.1
7692,2021-01-22,5.9
7693,2021-01-23,2.8
7694,2021-01-24,0.5
7695,2021-01-25,2.8
7696,2021-01-26,5.5
7697,2021-01-27,8.5
7698,2021-01-28,12.3
7699,2021-01-29,9.8
7700,2021-01-30,7.1
7701,2021-01-31,2.9
7702,2021-02-01,4.0
7703,2021-02-02,11.4
7704,2021-02-03,8.7
7705,2021-02-04,7.7
7706,2021-02-05,8.6
7707,2021-02-06,6.0
7708,2021-02-07,2.9
7709,2021-02-08,-1.5
7710,2021-02-09,-1.6
7711,2021-02-10,-1.1
7712,2021-02-11,-1.8
7713,2021-02-12,-1.5
7714,2021-02-13,-1.9
7715,2021-02-14,3.9
7716,2021-02-15,10.6
7717,2021-02-16,9.4
7718,2021-02-17,9.8
7719,2021-02-18,8.6
7720,2021-02-19,9.6
7721,2021-02-20,13.1
7722,2021-02-21,13.5
7723,2021-02-22,11.0
7724,2021-02-23,12.2
7725,2021-02-24,13.6
7726,2021-02-25,10.9
7727,2021-02-26,10.4
7728,2021-02-27,10.8
7729,2021-02-28,9.3
7730,2021-03-01,9.7
7731,2021-03-02,10.7
7732,2021-03-03,10.2
7733,2021-03-04,6.4
7734,2021-03-05,5.3
7735,2021-03-06,5.1
7736,2021-03-07,4.6
7737,2021-03-08,7.9
7738,2021-03-09,10.8
7739,2021-03-10,9.6
7740,2021-03-11,10.6
7741,2021-03-12,9.0
7742,2021-03-13,8.7
7743,2021-03-14,9.4
7744,2021-03-15,10.8
7745,2021-03-16,12.2
7746,2021-03-17,8.6
7747,2021-03-18,7.4
7748,2021-03-19,8.6
7749,2021-03-20,8.9
7750,2021-03-21,9.5
7751,2021-03-22,10.8
7752,2021-03-23,10.4
7753,2021-03-24,11.0
7754,2021-03-25,11.5
7755,2021-03-26,10.3
7756,2021-03-27,9.4
7757,2021-03-28,12.7
7758,2021-03-29,17.0
7759,2021-03-30,20.8
7760,2021-03-31,21.3
7761,2021-04-01,13.4
7762,2021-04-02,9.0
7763,2021-04-03,7.8
7764,2021-04-04,12.9
7765,2021-04-05,6.6
7766,2021-04-06,5.1
7767,2021-04-07,5.9
7768,2021-04-08,9.6
7769,2021-04-09,10.2
7770,2021-04-10,6.0
7771,2021-04-11,7.5
7772,2021-04-12,8.0
7773,2021-04-13,10.0
7774,2021-04-14,9.8
7775,2021-04-15,7.7
7776,2021-04-16,8.9
7777,2021-04-17,10.9
7778,2021-04-18,11.9
7779,2021-04-19,15.1
7780,2021-04-20,15.0
7781,2021-04-21,12.7
7782,2021-04-22,12.2
7783,2021-04-23,14.3
7784,2021-04-24,14.6
7785,2021-04-25,11.0
7786,2021-04-26,10.8
7787,2021-04-27,13.5
7788,2021-04-28,10.5
7789,2021-04-29,10.2
7790,2021-04-30,10.7
7791,2021-05-01,10.8
7792,2021-05-02,11.7
7793,2021-05-03,11.0
7794,2021-05-04,12.0
7795,2021-05-05,10.4
7796,2021-05-06,10.0
7797,2021-05-07,12.0
7798,2021-05-08,14.9
7799,2021-05-09,18.2
7800,2021-05-10,15.2
7801,2021-05-11,14.2
7802,2021-05-12,14.8
7803,2021-05-13,11.8
7804,2021-05-14,12.1
7805,2021-05-15,11.0
7806,2021-05-16,12.8
7807,2021-05-17,13.8
7808,2021-05-18,13.8
7809,2021-05-19,14.0
7810,2021-05-20,12.7
7811,2021-05-21,12.8
7812,2021-05-22,12.5
7813,2021-05-23,12.1
7814,2021-05-24,11.6
7815,2021-05-25,13.6
7816,2021-05-26,13.5
7817,2021-05-27,17.9
7818,2021-05-28,17.6
7819,2021-05-29,18.6
7820,2021-05-30,18.5
7821,2021-05-31,22.3
7822,2021-06-01,23.8
7823,2021-06-02,24.1
7824,2021-06-03,23.0
7825,2021-06-04,16.3
7826,2021-06-05,21.2
7827,2021-06-06,20.4
7828,2021-06-07,21.9
7829,2021-06-08,22.7
7830,2021-06-09,23.9
7831,2021-06-10,22.7
7832,2021-06-11,22.7
7833,2021-06-12,22.8
7834,2021-06-13,26.1
7835,2021-06-14,26.8
7836,2021-06-15,22.9
7837,2021-06-16,26.9
7838,2021-06-17,21.3
7839,2021-06-18,16.5
7840,2021-06-19,17.3
7841,2021-06-20,17.6
7842,2021-06-21,12.6
7843,2021-06-22,13.9
7844,2021-06-23,18.4
7845,2021-06-24,19.7
7846,2021-06-25,18.6
7847,2021-06-26,20.4
7848,2021-06-27,19.9
7849,2021-06-28,20.0
7850,2021-06-29,16.5
7851,2021-06-30,16.3
7852,2021-07-01,19.2
7853,2021-07-02,22.3
7854,2021-07-03,20.7
7855,2021-07-04,18.1
7856,2021-07-05,19.2
7857,2021-07-06,17.8
7858,2021-07-07,18.7
7859,2021-07-08,20.3
7860,2021-07-09,21.4
7861,2021-07-10,17.4
7862,2021-07-11,19.6
7863,2021-07-12,18.8
7864,2021-07-13,21.1
7865,2021-07-14,22.5
7866,2021-07-15,21.8
7867,2021-07-16,24.2
7868,2021-07-17,26.5
7869,2021-07-18,30.0
7870,2021-07-19,27.9
7871,2021-07-20,28.0
7872,2021-07-21,27.3
7873,2021-07-22,27.5
7874,2021-07-23,23.4
7875,2021-07-24,21.4
7876,2021-07-25,20.0
7877,2021-07-26,23.0
7878,2021-07-27,18.8
7879,2021-07-28,18.6
7880,2021-07-29,20.2
7881,2021-07-30,17.3
7882,2021-07-31,19.2
7883,2021-08-01,18.5
7884,2021-08-02,18.8
7885,2021-08-03,19.0
7886,2021-08-04,20.6
7887,2021-08-05,19.1
7888,2021-08-06,19.9
7889,2021-08-07,17.5
7890,2021-08-08,18.0
7891,2021-08-09,17.9
7892,2021-08-10,21.7
7893,2021-08-11,21.5
7894,2021-08-12,21.5
7895,2021-08-13,20.9
7896,2021-08-14,22.4
7897,2021-08-15,21.3
7898,2021-08-16,16.9
7899,2021-08-17,18.0
7900,2021-08-18,20.1
7901,2021-08-19,19.6
7902,2021-08-20,21.4
7903,2021-08-21,18.4
7904,2021-08-22,20.5
7905,2021-08-23,20.2
7906,2021-08-24,20.3
7907,2021-08-25,19.5
7908,2021-08-26,17.1
7909,2021-08-27,17.9
7910,2021-08-28,18.9
7911,2021-08-29,18.2
7912,2021-08-30,17.7
7913,2021-08-31,18.4
7914,2021-09-01,18.2
7915,2021-09-02,18.5
7916,2021-09-03,20.7
7917,2021-09-04,20.0
7918,2021-09-05,23.1
7919,2021-09-06,25.9
7920,2021-09-07,27.8
7921,2021-09-08,26.8
7922,2021-09-09,21.5
7923,2021-09-10,20.3
7924,2021-09-11,21.0
7925,2021-09-12,19.5
7926,2021-09-13,18.8
7927,2021-09-14,18.0
7928,2021-09-15,18.9
7929,2021-09-16,20.9
7930,2021-09-17,20.0
7931,2021-09-18,21.3
7932,2021-09-19,17.7
7933,2021-09-20,18.0
7934,2021-09-21,19.2
7935,2021-09-22,20.4
7936,2021-09-23,20.3
7937,2021-09-24,22.0
7938,2021-09-25,19.9
7939,2021-09-26,20.0
7940,2021-09-27,16.8
7941,2021-09-28,14.6
7942,2021-09-29,13.8
7943,2021-09-30,15.3
7944,2021-10-01,15.9
7945,2021-10-02,14.3
7946,2021-10-03,14.8
7947,2021-10-04,14.8
7948,2021-10-05,13.9
7949,2021-10-06,15.2
7950,2021-10-07,18.9
7951,2021-10-08,18.0
7952,2021-10-09,17.1
7953,2021-10-10,16.5
7954,2021-10-11,14.0
7955,2021-10-12,13.4
7956,2021-10-13,14.9
7957,2021-10-14,15.5
7958,2021-10-15,13.6
7959,2021-10-16,14.3
7960,2021-10-17,14.2
7961,2021-10-18,16.0
7962,2021-10-19,18.9
7963,2021-10-20,16.7
7964,2021-10-21,11.1
7965,2021-10-22,12.0
7966,2021-10-23,12.2
7967,2021-10-24,13.4
7968,2021-10-25,14.0
7969,2021-10-26,15.3
7970,2021-10-27,16.1
7971,2021-10-28,15.0
7972,2021-10-29,14.0
7973,2021-10-30,13.0
7974,2021-10-31,12.6
7975,2021-11-01,12.3
7976,2021-11-02,10.2
7977,2021-11-03,8.3
7978,2021-11-04,8.0
7979,2021-11-05,8.5
7980,2021-11-06,11.3
7981,2021-11-07,10.9
7982,2021-11-08,10.2
7983,2021-11-09,13.6
7984,2021-11-10,13.2
7985,2021-11-11,12.5
7986,2021-11-12,13.0
7987,2021-11-13,12.0
7988,2021-11-14,11.6
7989,2021-11-15,10.3
7990,2021-11-16,9.6
7991,2021-11-17,9.8
7992,2021-11-18,12.5
7993,2021-11-19,12.7
7994,2021-11-20,10.7
7995,2021-11-21,7.4
7996,2021-11-22,7.9
7997,2021-11-23,7.2
7998,2021-11-24,5.8
7999,2021-11-25,4.7
8000,2021-11-26,6.8
8001,2021-11-27,3.7
8002,2021-11-28,2.0
8003,2021-11-29,3.7
8004,2021-11-30,10.1
8005,2021-12-01,9.7
8006,2021-12-02,3.0
8007,2021-12-03,7.8
8008,2021-12-04,6.0
8009,2021-12-05,5.1
8010,2021-12-06,5.4
8011,2021-12-07,6.3
8012,2021-12-08,6.4
8013,2021-12-09,6.6
8014,2021-12-10,6.5
8015,2021-12-11,9.0
8016,2021-12-12,11.8
8017,2021-12-13,10.2
8018,2021-12-14,11.2
8019,2021-12-15,11.0
8020,2021-12-16,9.8
8021,2021-12-17,7.8
8022,2021-12-18,7.7
8023,2021-12-19,6.6
8024,2021-12-20,6.0
8025,2021-12-21,4.3
8026,2021-12-22,2.9
8027,2021-12-23,9.4
8028,2021-12-24,8.5
8029,2021-12-25,7.7
8030,2021-12-26,8.5
8031,2021-12-27,9.5
8032,2021-12-28,9.8
8033,2021-12-29,13.4
8034,2021-12-30,13.7
8035,2021-12-31,13.7
8036,2022-01-01,13.1
8037,2022-01-02,11.5
8038,2022-01-03,9.7
8039,2022-01-04,7.0
8040,2022-01-05,4.6
8041,2022-01-06,5.4
8042,2022-01-07,4.7
8043,2022-01-08,8.5
8044,2022-01-09,6.0
8045,2022-01-10,6.6
8046,2022-01-11,8.3
8047,2022-01-12,5.9
8048,2022-01-13,6.9
8049,2022-01-14,5.4
8050,2022-01-15,5.4
8051,2022-01-16,7.2
8052,2022-01-17,6.9
8053,2022-01-18,5.3
8054,2022-01-19,7.5
8055,2022-01-20,3.9
8056,2022-01-21,4.7
8057,2022-01-22,6.0
8058,2022-01-23,4.3
8059,2022-01-24,4.6
8060,2022-01-25,2.7
8061,2022-01-26,5.8
8062,2022-01-27,10.0
8063,2022-01-28,7.8
8064,2022-01-29,12.1
8065,2022-01-30,6.7
8066,2022-01-31,6.9
8067,2022-02-01,11.6
8068,2022-02-02,11.0
8069,2022-02-03,10.0
8070,2022-02-04,7.9
8071,2022-02-05,8.4
8072,2022-02-06,9.2
8073,2022-02-07,8.2
8074,2022-02-08,11.5
8075,2022-02-09,11.3
8076,2022-02-10,7.3
8077,2022-02-11,6.9
8078,2022-02-12,7.1
8079,2022-02-13,9.0
8080,2022-02-14,8.5
8081,2022-02-15,8.7
8082,2022-02-16,14.5
8083,2022-02-17,10.0
8084,2022-02-18,10.0
8085,2022-02-19,7.0
8086,2022-02-20,11.4
8087,2022-02-21,10.0
8088,2022-02-22,11.9
8089,2022-02-23,9.5
8090,2022-02-24,7.3
8091,2022-02-25,9.3
8092,2022-02-26,9.3
8093,2022-02-27,8.4
8094,2022-02-28,10.8
8095,2022-03-01,9.0
8096,2022-03-02,6.5
8097,2022-03-03,10.9
8098,2022-03-04,8.1
8099,2022-03-05,5.7
8100,2022-03-06,5.3
8101,2022-03-07,5.3
8102,2022-03-08,9.8
8103,2022-03-09,11.4
8104,2022-03-10,13.6
8105,2022-03-11,10.7
8106,2022-03-12,11.0
8107,2022-03-13,10.5
